package_name,latest_version
csv23,0.3.4
types-wtforms,3.2.1.20260312
typer-slim,0.24.0
pyzmq,27.1.0
protoletariat,3.3.10
splunklib,1.0.0
django-cron,0.6.0
jupyter-collaboration-ui,2.2.1
h2,4.3.0
creosote,5.1.1
pilgram,2.0.0
llama-stack,0.6.0
django-admin-autocomplete-filter,0.7.1
gruut-lang-es,2.0.1
avro-gen,0.3.0
hyperframe,6.1.0
cucumber-tag-expressions,9.1.0
aws-encryption-sdk,4.0.4
types-aiobotocore-ssm-guiconnect,3.3.0
pulumi-pagerduty,4.31.0
types-aiobotocore-bedrock-runtime,3.3.0
cfenv,0.5.3
ruamel-yaml-clib,0.2.15
zope-testing,6.1
segment-anything,1.0
mkdocs-awesome-nav,3.3.0
llama-index-readers-llama-parse,0.6.0
mlx-lm,0.31.1
scalene,2.2.1
woodwork,0.31.0
chromedriver-py,145.0.7632.117
shtab,1.8.0
pytest-mock,3.15.1
tensorflow-transform,1.17.0
flake8-json,24.4.0
prefab-cloud-python,0.12.1
hpack,4.1.0
spanishconjugator,2.3.9474
dhash,1.4
unittest2,1.1.0
pdfservices-sdk,4.2.0
opentelemetry-instrumentation-google-genai,0.7b0
fast-diff-match-patch,2.1.0
mkdocs-auto-tag-plugin,0.1.3
django-wkhtmltopdf,3.4.0
azure-communication-email,1.1.0
numpy-financial,1.0.0
dirty-equals,0.11
flask-json,0.4.0
red-black-tree-mod,1.22
expo,0.1.2
girder-large-image-annotation,1.34.0
cmeel,0.59.0
apache-airflow-providers-jenkins,4.2.3
msrest,0.7.1
pybind11-global,3.0.2
ping3,5.1.5
venusian,3.1.1
solara-assets,1.57.3
cedarpy,4.8.0
pyexcelerate,0.13.0
unitycatalog-langchain,0.3.0
python-nomad,2.1.0
mamba-ssm,2.3.1
shared,0.0.32
crayons,0.4.0
google-api,0.1.12
dbt-meshify,0.5.5
acryl-datahub-gx-plugin,1.4.0.9
pwntools,4.15.0
events,0.5
torch,2.11.0
html5rdf,1.2.1
pytest-embedded-jtag,2.7.0
dagster-aws,0.28.20
warpq,1.5.2
checkdmarc,5.14.1
pandas-stubs,3.0.0.260204
pyrofork,2.3.69
news-please,1.6.16
untokenize,0.1.1
fakturace,0.7.2
hawkesbook,0.1.0
pycryptodome,3.23.0
autologging,1.3.2
pwdlib,0.3.0
nvidia-cusparselt-cu13,0.9.0
python-printr,4.9
kink,0.9.0
pyventus,0.8.0
heapdict,1.0.1
openplantbook-sdk,0.6.1
nuclio-sdk,0.6.3
pytest-resource-path,1.4.1
cassidy,0.1.4
pyston-autoload,2.3.5
auto-click-auto,0.1.5
telesign,4.0.1
gocardless-pro,3.3.0
jsonpath-ng,1.8.0
django-zeal,2.1.0
statsforecast,2.0.3
cffsubr,0.4.0
dbt-common,1.37.3
bootstrap-flask,2.5.0
poetry,2.3.2
braintrust,0.10.0
static3,0.7.0
enumb,0.1.5
java-access-bridge-wrapper,2.0.0
alibabacloud-gpdb20160503,5.1.0
avro-gen3,0.7.16
dataclasses-json,0.6.7
pytest-golden,1.0.1
hatch-polylith-bricks,1.5.5
yagmail,0.15.293
xmlsig,1.0.1
h2o-pysparkling-3-1,3.46.0.6.post1
pycodestyle,2.14.0
mido,1.3.3
dbt-fusion-package-tools,0.20.1
opencensus-ext-stackdriver,0.8.0
pymobiledetect,1.3.2
injector,0.24.0
kim-property,2.6.14
braq,0.0.12
django-impersonate,1.9.5
dify-plugin,0.7.4
uptime-kuma-api,1.2.1
pkginfo2,30.1.0
apache-airflow-providers-apache-tinkerpop,1.1.1
colorlover,0.3.0
robotframework-zoomba,4.6.1
python-redis-lock,4.0.0
iterfzf,1.9.0.67.0
praw,7.8.1
dwave-gate,0.3.5
django-configurations,2.5.1
dagster-powerbi,0.28.20
resourcebundle,2.2.0
dump-env,1.6.0
resend,2.26.0
azure-communication-callautomation,1.5.0
eccodeslib,2.46.1.15
newmode,0.1.6
requests-file,3.0.1
lmnr,0.7.44
slack-sdk,3.41.0
peakrdl-uvm,2.4.0
django-allauth,65.15.0
spdx-tools,0.8.5
mypy-boto3-lakeformation,1.42.45
tensorflow-aarch64,2.16.1
wsgidav,4.3.3
py-multicodec,1.0.0
cdk-nag,2.37.55
inject,5.3.0
agent-framework-durabletask,1.0.0b260319
mujoco,3.6.0
scikit-video,1.1.11
crashtest,0.4.1
mage-ai,0.9.79
soda-core-bigquery,3.5.6
tinsel,0.3.0
comment-parser,1.2.5
mlxtend,0.24.0
lz4,4.4.5
langsmith,0.7.22
json-timeseries,0.1.7
celery-singleton,0.3.1
dataframe-api-compat,0.2.7
pynput-robocorp-fork,5.0.0
h3pandas,0.3.0
paradict,0.0.16
fckitlib,0.14.2.14
strands-agents-builder,0.1.10
prefect-sqlalchemy,0.6.1
cattrs,26.1.0
gitingest,0.3.1
testfixtures,11.0.0
arviz-stats,1.0.0
httpx-aiohttp,0.1.12
bluetooth-auto-recovery,1.5.3
croniter,6.2.2
c7n-mailer,0.6.49
types-grpcio-reflection,1.0.0.20250506
telesignenterprise,4.0.1
typed-settings,25.3.0
greenery,4.2.2
lifelines,0.30.3
pendulum,3.2.0
unitycatalog-client,0.4.0
flake8-polyfill,1.0.2
python-quickbooks,0.9.12
jupyter-core,5.9.1
certbot-dns-eurodns,1.8.2
notebook,7.5.5
aws-cdk-aws-glue-alpha,2.244.0a0
betacal,1.1.0
zope-i18nmessageid,8.2
pytest-schema,0.1.2
wait-for2,0.4.1
arrow,1.4.0
pymeasure,0.15.0
bitstruct,8.22.1
consolekit,1.13.0
mkdoxy,1.2.8
llm-sandbox,0.3.37
opentelemetry-instrumentation-pymongo,0.61b0
tensorly-torch,0.5.0
vininfo,1.9.2
base2048,0.1.3
sqlalchemy-firebird,2.1
flpc,0.2.5
py-vollib,1.0.1
qwen-omni-utils,0.0.9
fitz,0.0.1.dev2
pytube,15.0.0
jupyter-server-fileid,0.9.3
energycapsdk,8.2309.4878
aioquic,1.3.0
python-timeout,6.2
mp-api,0.46.0
trycourier,7.9.0
packbits,0.6
minikerberos,0.4.9
rfc3339-validator,0.1.4
fiftyone-brain,0.21.5
msg-parser,1.2.0
argcomplete,3.6.3
dbtc,0.11.7
deepdiff,8.6.2
tempita,0.6.0
azure-mgmt-subscription,3.1.1
snowflake-sqlalchemy,1.9.0
jsonformatter,0.3.4
sqlalchemy-drill,1.1.10
pymodbus,3.12.1
squawk-cli,2.44.0
lightstep,4.4.8
replicate,1.0.7
pastedeploy,3.1.0
ert,21.0.0
pylint-quotes,0.2.3
ansible-vault,4.1.0
types-appdirs,1.4.3.5
openvino-genai,2026.0.0.0
django-auditlog,3.4.1
certipy-ad,5.0.4
acryl-pyhive,0.6.18
quil,0.36.0
zope-size,6.0
datadog,0.52.1
flask-testing,0.8.1
gllm-inference-binary,0.5.159.post1
django-templated-email,3.1.1
drf-orjson-renderer,1.8.0
tasmota-metrics,0.4.3
pygithub,2.9.0
cityhash,0.4.10
bounded-pool-executor,0.0.3
copilotkit,0.1.83
metal-sdk,2.5.1
abstract-ai,0.2.1.174
flake8-plugin-utils,1.3.3
large-image-source-nd2,1.34.0
xls2xlsx,0.2.0
oauth2,1.9.0.post1
socketlabs-injectionapi,1.4.4
pylsqpack,0.3.23
multiprocess,0.70.19
inform,1.36
graphene-sqlalchemy,2.3.0
langfun,0.1.1
pylibcudf-cu12,26.2.1
djangorestframework-types,0.9.0
pint-xarray,0.6.1
lemminflect,0.2.3
azure-cosmosdb-table,1.0.6
prince,0.16.6
types-aiobotocore-gameliftstreams,3.3.0
pytest-cover,3.0.0
credstash,1.17.1
cleo,2.1.0
future,1.0.0
sty,1.0.6
tencentcloud-sdk-python,3.1.61
httpstan,4.13.0
oslo-vmware,4.9.0
ipykernel,7.2.0
coredis,6.3.0
gluonts,0.16.2
dagster-snowflake-pandas,0.28.20
github-heatmap,1.4.0
databricks-api,0.9.0
semver,3.0.4
cloudformation-cli,0.2.39
ase-db-backends,0.11.0
airbyte-cdk,7.13.0
baize,0.23.1
queuelib,1.9.0
invoke,2.2.1
roundrobin,0.1.0
py-import-cycles,0.5.2
rarfile,4.2
pycausalimpact,0.1.1
hijri-converter,2.3.2.post1
pyslang,10.0.0
django-imagekit,6.1.0
pysdl2-dll,2.32.0
wsproto,1.3.2
gkeepapi,0.17.1
terraform-local,0.25.0
apache-airflow-providers-apache-flink,1.8.3
aggdraw,1.4.1
django-pg-migration-tools,0.1.26
astatine,0.3.3
falcon,4.2.0
python-path,0.1.3
face-recognition,1.3.0
types-aiobotocore-workspaces-instances,3.3.0
quart-schema,0.23.0
py2neo,2021.2.4
attributes-doc,0.4.0
jsonpath,0.82.2
python-novaclient,18.12.0
azure-log-analytics-data-collector-api,0.4.0
jupyter-archive,3.4.0
tablestore,6.4.1
azure-cosmosdb-nspkg,2.0.2
types-aiobotocore-opensearch,3.3.0
prawcore,3.0.2
async-substrate-interface,1.6.3
types-aiobotocore-dynamodb,3.3.0
pyspark-dist-explore,0.1.8
anypath,1.0.0
cuequivariance-ops-torch-cu13,0.9.1
hdrhistogram,0.10.3
dropbox,12.0.2
smart-open,7.5.1
watchgod,0.8.2
rlpycairo,0.4.0
types-aiobotocore-iot-managed-integrations,3.3.0
azure-common,1.1.28
apache-airflow-providers-cohere,1.6.3
cudf-cu12,26.2.1
codeflash,0.20.3
tinycss2,1.5.1
types-httplib2,0.31.2.20260125
pyocse,0.1.3
python-language-server,0.36.2
lark-parser,0.12.0
shapely,2.1.2
surveygizmo,1.2.3
retry-async,0.1.4
unstructured-inference,1.5.2
bzt,1.16.49
splines,0.3.3
a9x-webstatistics,1.8.17
types-boto3-ecr,1.42.67
python-can,4.6.1
oslo-upgradecheck,2.7.1
basictracer,3.2.0
pyboy,2.7.0
gspread-pandas,3.3.0
pytest-xml,0.1.1
livekit-protocol,1.1.3
javaobj-py3,0.4.4
spython,0.3.14
tree-sitter,0.25.2
jupyter-ai,2.31.7
jupyter-client,8.8.0
acquisition,6.2
openmock,3.1.5
cuda-toolkit,13.2.0
poetry-plugin-export,1.10.0
geohash2,1.1
wechatpy,1.8.18
asyncmock,0.4.2
types-aiobotocore-elasticache,3.3.0
varname,0.15.1
cocoindex,0.3.36
gotenberg-client,0.14.0
dbt-fabric,1.9.8
llama-api-client,0.6.0
databricks-sql-connector,4.2.5
optimistix,0.1.0
octodns,1.16.0
recognizers-text,1.0.2a2
alibabacloud-sts20150401,1.2.0
coffea,2025.12.0
rltest,0.7.21
vasprun-xml,1.0.4
solace-pubsubplus,1.11.0
loguru,0.7.3
django-csp,4.0
postal,1.1.11
cuequivariance-ops-cu13,0.9.1
kfp-notebook,4.0.0
pystyle,2.9
safetensors,0.7.0
pydbus,0.6.0
etcd3gw,2.5.0
langchain-together,0.3.1
cdflib,1.3.8
hf-doc-builder,0.5.0
twikit,2.3.3
opentelemetry-instrumentation-click,0.61b0
pipe,2.2
neuralforecast,3.1.5
portalocker,3.2.0
pytest-pep8,1.0.6
pyqt6,6.10.2
comm,0.2.3
alphashape,1.3.1
presidio-anonymizer,2.2.362
opentelemetry-propagator-b3,1.40.0
mistune,3.2.0
pybaselines,1.2.1
groundingdino-py,0.4.0
atlas-provider-sqlalchemy,0.5.0
sslyze,6.3.0
nvidia-nvjitlink,13.2.51
sphinx-book-theme,1.2.0
cucumber-expressions,19.0.0
aes-pkcs5,1.0.4
databricksapi,1.1.8
django-pgtrigger,4.17.0
loggly-python-handler,1.0.1
pytest-faulthandler,2.0.1
gitignore-parser,0.1.13
moreorless,0.5.0
aws-sso-lib,1.14.0
autosemver,1.0.0
cadquery-ocp-proxy,7.9.3.1
automaton,3.3.0
jubilant,1.7.0
xlsxwriter,3.2.9
mini-racer,0.14.1
livekit-api,1.1.0
fastapi-simple-security,1.3.0
txredisapi,1.4.11
ophyd,1.11.0
graypy,2.1.0
j2cli,0.3.10
netapp-ontap,9.18.1.0
textsearch,0.0.24
py-mini-racer,0.6.0
pytest-split-tests,1.1.0
jdatetime,5.2.0
neptune-scale,0.30.0
dwave-hybrid,0.6.15
sphinx,9.1.0
number-parser,0.3.2
types-awscrt,0.31.3
loki-logger-handler,1.1.2
decopatch,1.4.10
ibm-watson-machine-learning,1.0.368
text-unidecode,1.3
conda-pack,0.9.1
sqlalchemy-easy-softdelete,0.9.0
py,1.11.0
types-aiobotocore-bedrock-agentcore-control,3.3.0
domaintools-api,2.7.3
ropgadget,7.7
anki,25.9.2
django-private-storage,3.1.3
aioprometheus,23.12.0
flipt-client,1.4.1
pytest-race,0.2.0
glances,4.5.2
coreforecast,0.0.17
pysocks,1.7.1
narwhals,2.18.0
cosmic-ray,8.4.4
dynamics365crm-python,1.0.2
bleak,3.0.0
aredis,1.1.8
dumb-init,1.2.5.post1
publicsuffixlist,1.0.2.20260318
libgravatar,1.0.4
bleach,6.3.0
multiprocessing-logging,0.3.4
async-cache,2.0.0
args,0.1.0
awslabs-cloudwatch-mcp-server,0.0.22
dbt-athena,1.10.0
simplekml,1.3.6
kornia,0.8.2
vivisect,1.3.0
simplejson,3.20.2
seeq-spy,200.5
opentelemetry-instrumentation-cohere,0.53.3
mailjet-rest,1.5.1
structlog,25.5.0
python-sql,1.8.0
lance-namespace-urllib3-client,0.6.1
flake8-blind-except,0.2.1
promise,2.3
botocore-stubs,1.42.41
json-spec,0.12.0
django-redis-sessions,0.6.2
tf-nightly-cpu,2.22.0.dev20260323
hightime,1.0.0
pyxcp,0.29.2
backports-tarfile,1.2.0
langgraph-cli,0.4.19
azure-mgmt-managedservices,6.0.0
textfsm,2.1.0
jinja-partials,0.3.1
lance-namespace,0.6.1
b2sdk,2.10.4
colourmap,1.2.1
pdftotext,3.0.0
zodbpickle,4.3
cibuildwheel,3.4.0
snowpark-connect,1.18.0
opentelemetry-propagator-gcp,1.11.0
scramp,1.4.8
azure-schemaregistry,1.3.0
jupyter-http-over-ws,0.0.8
pydispatcher,2.0.7
lark,1.3.1
fabric2,3.2.2
python-ipware,3.0.0
kernel,0.44.0
forecasting-tools,0.2.86
types-nanoid,2.0.0.20240601
leptonai,0.27.0
pywebview,6.1
python-soql-parser,0.2.0
uniface,3.1.1
rjieba,0.2.0
email-to,0.1.0
pyqt6-qt6,6.10.2
python-constraint,1.4.0
npx,0.1.6
gmqtt,0.7.0
itemadapter,0.13.1
botoinator,0.0.6
airflow-provider-hightouch,4.0.0
mcp-server-calculator,0.2.0
geoip2fast,1.2.2
nvidia-nccl-cu12,2.29.7
fredapi,0.5.2
rich-text-renderer,0.2.8
lapx,0.9.4
hl7,0.4.5
apache-airflow-providers-jira,3.1.0
cmweather,0.3.2
python-libsbml,5.21.1
pysnmp-mibs,0.1.6
jsonschema-path,0.4.5
pmtiles,3.7.0
google-cloud-vectorsearch,0.7.0
gcsa,2.6.0
redfish,3.3.5
alita-sdk,0.5.8
python-slugify,8.0.4
slippers,0.6.2
types-s3transfer,0.16.0
google-api-python-client-stubs,1.34.0
django-zen-queries,2.1.0
orange3,3.40.0
zope-deprecation,6.0
suds-py3,1.4.5.0
ipsw-parser,1.6.0
geode-explicit,7.0.1
xrpl-py,4.5.0
discord-py-self,2.1.0
anchorpy-core,0.2.0
datasets,4.8.4
grain,0.2.16
async-exit-stack,1.0.1
django-crum,0.7.9
click-log,0.4.0
google-cloud-monitoring,2.29.1
restfly,1.5.1
fabio,2025.10.0
django-admin-sortable,2.3
pyisbn,1.4.3
django-field-history,0.8.0
pot,0.9.6.post1
clerk-backend-api,5.0.6
ldpc,2.4.1
aws-logging-handlers,2.0.5
argparse-dataclass,2.0.0
graphframes,0.6
sqlalchemy-mate,2.0.0.3
mailersend,2.0.0
nlpaug,1.1.11
import-linter,2.11
jupyter-kernel-gateway,3.0.1
resvg-py,0.2.6
inquirer3,0.6.1
gcs-oauth2-boto-plugin,3.3
oauth2-client,1.4.2
airflow-providers-clickhouse,0.0.1
runipy,0.1.5
ecs-logging,2.3.0
livekit-plugins-turn-detector,1.5.0
pybboxes,0.2.0
mdformat,1.0.0
numba,0.64.0
cleantext,1.1.4
auto-gptq,0.7.1
jupyter-dash,0.4.2
scikit-multilearn,0.2.0
dbt-loom,0.9.4
reliability,0.9.0
pymp3,0.2.0
llama-index-llms-mistralai,0.10.0.post2
graphql-core,3.2.8
pydantic-spark,1.0.1
django-prometheus,2.4.1
pyqt5-tools,5.15.9.3.3
pytest-remotedata,0.4.1
django-filter-stubs,0.1.3
scan-build,3.0.0
types-aiobotocore-mpa,3.3.0
tslearn,0.8.1
dronecan,1.0.27
gcovr,8.6
pytest-coverage,0.0.1
anthropic,0.86.0
apache-airflow-providers-trino,6.5.0
pylint-flask-sqlalchemy,0.2.0
aerich,0.9.2
galois,0.4.10
django-pydantic-field,0.5.4
types-aiobotocore-odb,3.3.0
cbor,1.0.0
scs,3.2.11
pytest-mockito,0.0.6.post1
taskiq-aio-pika,0.6.0
duet,0.2.9
opentelemetry-instrumentation-qdrant,0.53.3
jupyterlab-execute-time,3.3.0
google-cloud-vision,3.12.1
cashews,7.5.0
gwosc,0.8.1
geode-implicit,4.6.2
excel-mcp-server,0.1.7
typeguard,4.5.1
kubernetes-stubs-elephant-fork,35.0.0.post1
tqdm-multiprocess,0.0.11
aws-cdk-aws-batch-alpha,2.95.1a0
splunk-handler,3.0.0
dataproperty,1.1.0
nylas,6.14.2
opensearch-protobufs,1.3.0
livekit-plugins-speechmatics,1.5.0
pycaret,3.3.2
boto3-stubs,1.42.74
sevenn,0.12.1
rich-toolkit,0.19.7
keras-preprocessing,1.1.2
flasgger,0.9.7.1
djangorestframework-jsonapi,8.1.0
librt,0.8.1
unitypy,1.25.0
logilab-common,2.1.0
requests-unixsocket2,1.0.1
gpt4all,2.8.2
zcbor,0.9.1
xai-sdk,1.9.1
yattag,1.16.1
base36,0.1.1
ai2-olmo-core,2.4.0
google-cloud-speech,2.37.0
edx-i18n-tools,2.0.0
sdk-reforge,1.2.2
ob-metaflow-stubs,6.0.12.25
faker,40.11.1
pythondialog,3.5.3
nbformat,5.10.4
types-aiobotocore-keyspacesstreams,3.3.0
google-cloud-resource-manager,1.16.0
pyqt6-sip,13.11.1
pytest-assume,2.4.3
django-parler,2.3
babeldoc,0.5.23
algoliasearch,4.37.1
ipytest,0.14.2
streamlit-oauth,0.1.14
daytona-api-client-async,0.153.0
django-recurrence,1.14
flake8-junit-report,2.1.0
google-cloud-kms,3.11.0
pycrashreport,1.2.8
lgpio,0.2.2.0
types-aiobotocore-aiops,3.3.0
google-cloud-org-policy,1.16.1
types-aiobotocore-evs,3.3.0
roman-numerals-py,4.1.0
pgeocode,0.5.0
datacontract-cli,0.11.6
django-simple-captcha,0.6.3
datazets,1.1.3
trame-client,3.11.3
pycln,2.6.0
certipy,0.2.2
sockets,1.0.0
opentelemetry-instrumentation-google-generativeai,0.53.3
aiinbx,0.744.0
pyhtml,1.3.2
kappa,0.7.0
toolz,1.1.0
urlcanon,0.3.1
sortedcontainers-stubs,2.4.3
pytoolconfig,1.3.1
django-querycount,0.8.3
nanobot-ai,0.1.4.post5
google-cloud-dlp,3.34.0
ovsdbapp,2.16.0
pytokens,0.4.1
sigstore-models,0.0.6
pusher,3.3.4
torch-memory-saver,0.0.9
influxdb3-python,0.18.0
hijridate,2.6.0
marshmallow-jsonapi,0.24.0
kvf,0.0.3
macholib,1.16.4
bioregistry,0.13.27
google-cloud-compute,1.46.0
starsessions,2.2.1
zhinst-timing-models,26.1.0
django-crontab,0.7.1
llama-index-cli,0.5.6
google-cloud-os-config,1.23.0
ray,2.54.0
google-cloud-tasks,2.21.0
pycadf,4.0.1
opentelemetry-instrumentation-bedrock,0.53.3
tiledbsoma,2.3.0
amqpstorm,2.11.1
spur,0.3.23
types-aiobotocore-bcm-dashboards,3.3.0
numdifftools,0.9.42
sprocket-rl-parser,1.2.70
unflatten,0.2.0
pyobjc-framework-arkit,12.1
langchain-nvidia-ai-endpoints,1.2.1
asyncio-pool,0.6.0
google-cloud-bigtable,2.35.0
authres,1.2.0
featuretools,1.31.0
tinybird-cli,6.1.0
flask-restx,1.3.2
docplex,2.32.262
gqlalchemy,1.8.0
opentelemetry-instrumentation-llamaindex,0.53.3
pyflakes,3.4.0
pyobjc-framework-compositorservices,12.1
inline-snapshot,0.32.5
opentracing,2.4.0
tflite,2.18.0
dagster-prometheus,0.28.20
clabe,2.1.9
eip712,0.3.3
python-editor,1.0.4
bigtree,1.3.1
google-cloud-logging,3.14.0
pbs-installer,2026.3.20
tmuxp,1.67.0
huaweicloudsdkdns,3.1.188
flashrank,0.2.10
ms-fabric-cli,1.5.0
skia-pathops,0.9.2
pyobjc-framework-gamesave,12.1
mypy-boto3-ses,1.42.3
openvino-dev,2024.6.0
grpc-google-logging-v2,0.11.1
types-aiobotocore-bcm-recommended-actions,3.3.0
sodapy,2.2.0
pyarabic,0.6.15
eliot,1.17.5
impit,0.12.0
itemloaders,1.4.0
zmq,0.0.0
yorm,1.6.2
reportportal-client,5.7.0
nbconvert,7.17.0
azure-appconfiguration-provider,2.4.0
mixer,7.2.2
mozlog,8.1.0
log-with-context,0.6.0
visdcc,0.0.63
bilibili-api-python,17.4.1
pynmea2,1.19.0
types-aiobotocore-arc-region-switch,3.3.0
pymongo-auth-aws,1.3.0
brotli,1.2.0
django-tables2,2.8.0
ida-settings,3.3.0
tensorflow-addons,0.23.0
mathruler,0.1.0
tb-mqtt-client,1.13.13
aws-lambda-env-modeler,3.0.0
robotframework-retryfailed,0.2.0
mattermostwrapper,2.2
pykdebugparser,1.2.7
livekit-agents,1.5.0
okta,3.2.0
joulescope,1.4.0
pythena,1.6.0
pytransform3d,3.14.4
numpy-groupies,0.11.3
jaconv,0.5.0
google-cloud-videointelligence,2.18.0
argon2-cffi,25.1.0
xlmmacrodeobfuscator,0.2.7
hupper,1.12.1
testbook,0.4.2
llama-index-multi-modal-llms-openai,0.6.2
zope-interface,8.2
la-panic,0.5.0
bioutils,0.6.1
nanopb,0.4.9.1
pytest-pretty,1.3.0
xlrd,2.0.2
pipelinewise-singer-python,2.0.1
pygnuutils,0.1.1
wrapt-timeout-decorator,1.5.1
types-aiobotocore-sagemaker-runtime,3.3.0
flwr,1.27.0
django-deprecated-field,0.1.1
php2json,0.2
google-cloud-language,2.19.0
click-extra,7.8.0
simpy,4.1.1
stackprinter,0.2.12
glcontext,3.0.0
torchdata,0.11.0
typing-utils,0.1.0
sceptre-cmd-resolver,2.0.0
argon2-cffi-bindings,25.1.0
types-aiobotocore-rtbfabric,3.3.0
agent-starter-pack,0.39.6
llama-index-embeddings-google-genai,0.5.0
opentelemetry-instrumentation-ollama,0.53.3
ipyflow-core,0.0.227
synphot,1.7.0
cclib,1.8.1
google-cloud-workflows,1.20.0
smda,2.5.3
pyg-nightly,2.8.0.dev20260323
redshift-connector,2.1.12
developer-disk-image,0.2.0
azure-mgmt-databoxedge,2.0.0
flufl-i18n,6.0.0
alchemyjsonschema,0.8.0
opentelemetry-instrumentation-alephalpha,0.53.3
nltk,3.9.3
request-id-helper,0.2.0
hyperliquid-python-sdk,0.22.0
aws-cdk-aws-cloud9-alpha,2.244.0a0
asset,0.6.13
nornir-utils,0.2.0
commoncode,32.4.2
parameter-decorators,0.0.2
sec-api,1.0.32
torchio,0.23.1
opentelemetry-instrumentation-crewai,0.53.3
google-cloud-asset,4.2.0
api-insee,1.6
pyproject2conda,0.22.1
types-futures,3.3.8
cli-helpers,2.12.0
yggdrasil-engine,1.3.0
django-otp,1.7.0
types-pyyaml,6.0.12.20250915
pycobertura,4.1.0
kokoro,0.9.4
deprecation,2.1.0
ebcdic,2.0.1
pylint,4.0.5
dghs-imgutils,0.19.0
sphinx-comments,0.0.3
distinctipy,1.3.4
pyexiftool,0.5.6
mastercard-api-core,1.4.12
jinja2-simple-tags,0.6.1
torcheval,0.0.7
edx-drf-extensions,10.6.0
pytest-circleci-parallelized,0.1.0
crispy-bootstrap5,2026.3
refurb,2.3.0
tableschema,1.21.0
scispacy,0.6.2
google-cloud-ndb,2.4.0
assemblyline-v4-service,4.7.1.12
cwl-upgrader,1.2.14
plyvel,1.5.1
styleframe,4.2
google-cloud-os-login,2.19.0
epik8s-tools,0.10.3
mercantile,1.2.1
openai-clip,1.0.1
langchain-google-calendar-tools,0.0.1
langchain-databricks,0.1.2
trulens-dashboard,2.7.1
bitcoin-utils,0.8.1
glue-helper-lib,0.5.5
elasticsearch,9.3.0
aqt,25.9.2
stomp-py,8.2.0
earthengine-api,1.7.18
pycrdt,0.12.50
dbutils,3.1.2
google-cloud-dataform,0.9.0
phoebusgen,3.2.0
pyocd,0.43.1
asgi-logger,0.1.0
pytest-selenium,4.1.0
jaal,0.1.9
uszipcode,1.0.1
pylibjpeg-libjpeg,2.4.0
nbdev-numpy,0.0.2386
trampoline,0.1.2
ry,0.0.86
weatherlink-v2-api-sdk,1.0.0
alibabacloud-openplatform20191219,2.0.0
trame-server,3.10.0
lit-nlp,1.3.1
json-log-formatter,1.1.1
mavproxy,1.8.74
types-protobuf,6.32.1.20260221
cjdk,0.5.0
selenium,4.41.0
aws-cdk-aws-iot-actions-alpha,2.244.0a0
adrf,0.1.12
opentelemetry-instrumentation-writer,0.53.3
colorlog,6.10.1
furo,2025.12.19
sqlalchemy-bigquery,1.16.0
prefect-docker,0.7.1
trame,3.12.0
django-clearcache,1.2.1
mcpadapt,0.1.20
pyspark,4.1.1
nlopt,2.10.0
elasticsearch6,6.8.2
githubkit,0.15.1
disklru,2.0.4
cchecksum,0.4.3
ebooklib,0.20
pycep-parser,0.7.0
recurring-ical-events,3.8.1
recommonmark,0.7.1
virustotal3,1.0.8
gt4py,1.1.7
ligotimegps,2.1.0
minique,0.11.0
ciscoisesdk,2.4.2
cdktf-cdktf-provider-aws,21.22.1
trulens-eval,2.7.1
python-evtx,0.8.1
pytorch-wpe,0.0.1
concurrent-log-handler,0.9.29
inflection,0.5.1
langchain-gigachat,0.5.0
acres,0.5.0
timple,0.1.8
django-cprofile-middleware,1.0.5
sceptre-file-resolver,1.0.6
tensorrt,10.16.0.72
scrubadub,2.0.1
wordninja,2.0.0
pysfeel,1.4.2
typer-cli,0.24.0
responses,0.26.0
semantic-kernel,1.41.0
pynomaly,0.3.5
polars-strsim,0.2.5
hojichar,0.16.0
pathable,0.5.0
itk-registration,5.4.5
ipython-pygments-lexers,1.1.1
django-rest-swagger,2.2.0
markdown-to-confluence,0.5.7
pydgraph,25.2.0
ypy-websocket,0.12.4
langgraph-checkpoint-postgres,3.0.5
pyspark-pandas,0.0.7
pytablewriter,1.2.1
testrail-api,1.13.6
pypsexec,0.3.0
python-memcached,1.62
qase-api-v2-client,2.0.4
google-cloud-redis,2.20.0
niet,3.2.0
docstrfmt,2.0.2
lazr-config,3.1
category-encoders,2.9.0
dagstermill,0.28.20
python-miio,0.5.12
opentelemetry-instrumentation-chromadb,0.53.3
causal-learn,0.1.4.4
langchain-openai,1.1.12
passagemath-cddlib,10.8.2
kerberos,1.3.1
poetry-plugin-dotenv,3.3.0
datafiles,2.5
pystemmer,3.0.0
rootutils,1.0.7
lzstring,1.0.4
akismet,25.10.1
flask-pydantic,0.14.0
mypy-boto3-kms,1.42.50
konoha,5.7.0
njsscan,0.4.3
lazr-delegates,2.1.1
excelrd,3.0.0
dashscope,1.25.14
llvmlite,0.46.0
openinference-instrumentation-bedrock,0.1.33
lseg-data,2.1.1
nbclient,0.10.4
snakemake-interface-scheduler-plugins,2.0.2
needle-python,0.6.0
pwned-passwords-django,5.2.0
django-enumfields,2.1.1
scons,4.10.1
fastapi-azure-auth,5.2.0
beaapi,0.2.0
streamlit-js-eval,1.0.0
py-zipkin,1.2.8
aiodocker,0.26.0
pytest-watch,4.2.0
tree-sitter-languages,1.10.2
opentelemetry-instrumentation-haystack,0.53.3
