package_name,latest_version
types-aiobotocore-detective,3.3.0
ipaddress,1.0.23
mitmproxy,12.2.1
eth-utils,5.3.1
done-xblock,3.0.0
osquery,3.1.1
math-verify,0.9.0
pyobjc-framework-webkit,12.1
jsonschema-pydantic-converter,0.3.1
sphinx-copybutton,0.5.2
dagster-airbyte,0.28.20
mypy-boto3-personalize,1.42.3
python-irodsclient,3.3.0
trickkiste,0.3.7
multipart,1.3.1
cloudinary,1.44.1
xdsl,0.59.0
types-aiobotocore-lite,3.3.0
types-aiobotocore-kinesisanalytics,3.3.0
transforms3d,0.4.2
types-aiobotocore-mturk,3.3.0
types-aiobotocore-marketplacecommerceanalytics,3.3.0
fasttext-langdetect,1.0.5
ida-hcli,0.16.4
ida-netnode,3.0
javaproperties,0.8.2
aot-biomaps,2.9.500
sqlalchemy-migrate,0.13.0
types-aiobotocore-application-insights,3.3.0
flake8-rst-docstrings,0.4.0
types-aiobotocore-pinpoint-sms-voice,3.3.0
microsoft-kiota-serialization-multipart,1.9.10
dependency-injector,4.49.0
json-flattener,0.1.9
types-aiobotocore-chime-sdk-identity,3.3.0
snowflake-cli,3.16.0
audoai-noise-removal,1.4.0
mypy-boto3-oam,1.42.3
azureml-telemetry,1.62.0
salesforce-fuelsdk-sans,1.3.1
smoldot-light,0.1.0
aws-cdk-integ-tests-alpha,2.244.0a0
scrypt,0.9.4
epicscorelibs,7.0.10.99.0.1
msgspec-m,0.19.3
pksuid,1.1.2
pgzip,0.4.0
agilicus,1.409.10
eurostat,1.1.1
dependency-groups,1.3.1
dafnyruntimepython,4.11.0
bidsschematools,1.2.1
mypy-boto3-aiops,1.42.3
tensorrt-cu13-bindings,10.16.0.72
bandit-sarif-formatter,1.1.1
jsonasobj2,1.0.4
tentaclio-s3,0.0.3
nr-date,2.1.0
cartesia,3.0.2
google-cloud-securitycenter,1.42.0
strip-ansi,0.1.1
django-clone,5.5.0
apache-airflow-providers-apache-beam,6.2.3
publication,0.0.3
mypy-boto3-mq,1.42.3
suds,1.2.0
esp-idf-panic-decoder,1.4.2
bases,0.3.0
ruff-lsp,0.0.62
prov,2.1.1
cement,3.0.14
types-aiobotocore-inspector,3.3.0
wiremock,2.7.0
microsoft-kiota-serialization-form,1.9.10
pyvi,0.1.1
mypy-boto3-pcs,1.42.45
aws-cdk-aws-sns-subscriptions,1.204.0
pyuca,1.2
mypy-boto3-kinesisanalyticsv2,1.42.3
bio-grumpy,1.1.4
types-aiobotocore-ecr-public,3.3.0
gcloud-rest-auth,5.4.4
google-cloud-pubsublite,1.13.0
types-aiobotocore-license-manager,3.3.0
vlmrun-hub,0.1.35
smbus,1.1.post2
scikit-base,0.13.1
cognitive-complexity,1.3.0
eth-hash,0.7.1
class-resolver,0.7.1
dagster-celery-k8s,0.28.20
mypy-boto3-personalize-runtime,1.42.3
pynrrd,1.1.3
grnhse-api,0.1.1
azure-mgmt-appcontainers,4.0.0
types-aiobotocore-cloudcontrol,3.3.0
tensorly,0.9.0
keeptrace,1.2.0
xlwt,1.3.0
recordtype,1.4
eth-typing,5.2.1
mypy-boto3-partnercentral-selling,1.42.56
mypy-boto3-networkmanager,1.42.3
matminer,0.10.0
autotyping,24.9.0
lifetimes,0.11.3
pyobjc-framework-applescriptkit,12.1
keplergl,0.3.7
aliyun-python-sdk-kms,2.16.5
semantic-link-labs,0.14.1
similaritymeasures,1.4.0
pyowm,3.5.0
aws-cdk-aws-ecs,1.204.0
pytorch-revgrad,0.2.0
fixtures,4.3.1
cdk-cloudformation-datadog-monitors-monitor,4.8.0a7
cassandra-driver,3.29.3
django-notifications-hq,1.8.3
scalecodec,1.2.12
deepdiff6,6.2.0
mypy-boto3-arc-zonal-shift,1.42.3
presto-client,0.303.0
mmdb-writer,0.2.6
typeid-python,0.3.9
alpaca-eval,0.6.6
aioprocessing,2.0.1
reacton,1.9.1
poyo,0.5.0
ydf,0.16.0
taskiq-redis,1.2.2
microsoft-kiota-bundle,1.9.10
types-aiobotocore-migrationhubstrategy,3.3.0
dolphin-memory-engine,1.3.0
kosong,0.45.0
mypy-boto3-amplify,1.42.3
google-oauth,1.0.1
id-phonenumbers,0.4.0
mypy-boto3-glue,1.42.70
pycomposefile,0.0.34
equinox,0.13.6
streamlit-pdf-viewer,0.0.28
jsonpath-python,1.1.5
types-aiobotocore-organizations,3.3.0
types-aiobotocore-billingconductor,3.3.0
ai-dynamo-runtime,1.0.1
pulsectl,24.12.0
magicgui,0.10.1
topojson,1.10
dj-rest-auth,7.2.0
mypy-boto3-taxsettings,1.42.3
tensorflow-serving-api,2.19.1
spf2ip,1.0.5
snowflake-connector-python-nightly,2025.12.13
langchain-chroma,1.1.0
srptools,1.0.1
openedx-forum,0.4.0
apache-airflow-providers-influxdb,2.10.2
django-permissionedforms,0.1
cdktf-cdktf-provider-datadog,12.15.2
mypy-boto3-ivs,1.42.3
awslabs-dynamodb-mcp-server,2.0.21
secure,1.0.1
readline,6.2.4.2
pikepdf,10.5.1
mypy-boto3-b2bi,1.42.3
tokenize-rt,6.2.0
cn2an,0.5.23
glog,0.3.1
aws-assume-role-lib,2.10.0
mypy-boto3-ssm-sap,1.42.13
lucopy,1.3.14
openslide-python,1.4.3
types-aiobotocore-trustedadvisor,3.3.0
python-tss-sdk,2.0.1
pythreejs,2.4.2
snowflake-core,1.12.0
iamdata,0.1.202603231
hnswlib,0.8.0
pytest-regressions,2.10.0
types-aiobotocore-simspaceweaver,3.3.0
apig-wsgi,2.20.0
requests-oauth2client,1.8.0
types-aiobotocore-support-app,3.3.0
num2words,0.5.14
plato-sdk,1.8.9
mypy-boto3-lexv2-models,1.42.65
types-aiobotocore-keyspaces,3.3.0
pytest-base-url,2.1.0
twilio-stubs,0.2.0
treeswift,1.1.45
sphinxext-opengraph,0.13.0
unittest-xml-reporting,4.0.0
bdbag,1.8.0
magicattr,0.1.6
sun-position-calculator,1.0.0
curated-transformers,2.0.1
certifi-linux,1.1.0
dbt-artifacts-parser,0.13.0
mypy-boto3-gameliftstreams,1.42.68
agent-framework-purview,1.0.0b260319
tardis-client,1.4.0
textual-dev,1.8.0
aiohttp-sse-client,0.2.1
types-tqdm,4.67.3.20260303
mkdocs-kroki-plugin,1.3.0
flyte,2.0.10
tfidf-matcher,0.3.0
phonemizer-fork,3.3.2
kantoku,0.18.3
soda-core-scientific,3.5.6
types-aiobotocore-emr-serverless,3.3.0
starlette-exporter,0.23.0
django-timezone-field,7.2.1
tobiko-cloud-helpers,202611.1.0
djangocms-admin-style,3.3.1
tm1py,2.2.4
mo-dots,10.685.25166
to-requirements-txt,2.0.14
grafana-django-saml2-auth,3.20.0
awslabs-cloudtrail-mcp-server,0.0.12
mypy-boto3-omics,1.42.74
mypy-boto3-emr-containers,1.42.3
tree-sitter-yaml,0.7.2
hdfs,2.7.3
galaxy-util,25.1.2
businesstimedelta,1.0.1
bettermap,1.3.1
dendropy,5.0.8
django-auth-ldap,5.3.0
compoundfiles,0.3
super-csv,4.1.0
dash-testing-stub,0.0.2
cron-validator,1.0.8
knot-floer-homology,1.2.2
pymboot-rs,0.2.0
mypy-boto3-geo-places,1.42.16
addict,2.4.0
markdown-inline-graphviz-extension,1.1.3
mypy-boto3-bedrock-data-automation-runtime,1.42.44
azure-mgmt-apimanagement,5.0.0
audoai-common,0.3.1
trio-chrome-devtools-protocol,0.6.0
telepath,0.3.1
simplegeneric,0.8.1
webdavclient3,3.14.7
solc-select,1.2.0
mcp-clickhouse,0.2.0
mypy-boto3-finspace,1.42.3
django-postgres-extra,2.0.9
myst-parser,5.0.0
pytest-playwright-visual,2.1.2
mypy-boto3-chime-sdk-media-pipelines,1.42.3
wapi-python,0.7.15
mo-future,7.685.25166
chalk-sqlalchemy-redshift,0.8.15.dev0
wtforms-sqlalchemy,0.4.2
types-aiobotocore-evidently,3.1.3
rst-to-myst,0.4.0
llama-index-llms-openai,0.7.3
mypy-boto3-rum,1.42.3
chromedriver-autoinstaller,0.6.4
quandl,3.7.0
http-sf,1.1.1
openlineage-dbt,1.45.0
xenon,0.9.3
sounddevice,0.5.5
mypy-boto3-lookoutequipment,1.42.3
mac-alias,2.2.3
jac-cloud,0.2.11
types-aiobotocore-connectcampaigns,3.3.0
cupy,14.0.1
dallinger,12.1.2
scapy,2.7.0
cvat-sdk,2.61.0
spyder,6.1.3
faiss-gpu-cu12,1.14.1.post1
recordlinkage,0.16
pyjwkest,1.4.4
shinyswatch,0.10.0
marisa-trie,1.4.0
cmaes,0.12.0
segments,2.4.0
types-six,1.17.0.20251009
jsonable,0.3.1
pyhelm3,0.4.0
django-user-sessions,2.0.0
pdm-backend,2.4.7
types-aiobotocore-chime-sdk-media-pipelines,3.3.0
mypy-boto3-mediaconnect,1.42.37
qwen-tts,0.1.1
cohere-compass-sdk,2.7.0
paramz,0.9.6
mypy-boto3-cost-optimization-hub,1.42.3
types-aiobotocore-tnb,3.3.0
python-bidi,0.6.7
cybrid-api-id-python,0.128.48
flake8-requirements,2.3.0
sentry-prevent-cli,11.2.7
pymonocypher,4.0.2.6
pytest-depends,1.0.1
types-aiobotocore-bedrock-agent,3.3.0
rotary-embedding-torch,0.8.9
mypy-boto3-mwaa,1.42.3
unitycatalog-openai,0.2.0
slack,0.0.3
django-cryptography-django5,2.2
mypy-boto3-cloudhsmv2,1.42.3
abi3audit,0.0.26
python-freeipa,1.0.10
fnc,0.5.3
lazr-uri,1.0.7
foundry-local-sdk,0.5.1
dvc-objects,5.2.0
python-xmp-toolkit,2.1.0
mypy-boto3-rolesanywhere,1.42.5
types-aiobotocore-iotanalytics,3.1.3
django-stubs,6.0.1
recommender-xblock,5.0.0
redis-entraid,1.1.0
url-normalize,2.2.1
pyvers,0.2.2
appier,1.36.0
apify-fingerprint-datapoints,0.11.0
voluptuous-serialize,2.7.0
cotengra,0.7.5
mkl,2025.3.1
craft-parts,2.30.0
djangorestframework-simplejwt,5.5.1
py2neo-history,2021.2.3
globre,0.1.5
raft-dask-cu12,26.2.0
onemkl-sycl-sparse,2025.3.1
azure-search-documents,11.6.0
mypy-boto3-connectparticipant,1.42.3
mpld3,0.5.12
gladiaio-sdk,0.4.0
types-aiobotocore-rolesanywhere,3.3.0
celery-progress,0.5
slacker,0.14.0
asyncio-dgram,3.0.0
neo4j-rust-ext,6.1.0.0
sobol-seq,0.2.0
ripgrepy,2.2.0
mwxml,0.3.7
pyhumps,3.8.0
gandlf,0.1.5
ag2,0.11.4
mypy-boto3-securitylake,1.42.3
cv-bridge,1.13.0.post0
para,0.0.8
apache-airflow-providers-docker,4.5.3
cdifflib,1.2.9
mypy-boto3-odb,1.42.59
scim2-server,0.1.8
airbyte-api,0.53.0
dlinfo,2.0.0
diagrams,0.25.1
fastprogress,1.1.5
treq,25.5.0
wolframalpha,5.1.3
onnxruntime-directml,1.24.4
bespokelabs-curator,0.1.27
azure-mgmt-privatedns,1.2.0
tma-authenticator,3.0.0
mypy-boto3-rtbfabric,1.42.3
adafruit-blinka,9.0.3
pip2pi,0.8.2
pytest-cookies,0.7.0
collie-bench,0.1.0
materialyoucolor,3.0.2
giturlparse,0.14.0
asyncer,0.0.17
haystack-experimental,0.19.0
cybrid-api-organization-python,0.128.48
mypy-boto3-license-manager-user-subscriptions,1.42.3
pydantic-collections,0.6.0
icechunk,1.1.21
peakutils,1.3.5
meshcat,0.3.2
tensorrt-cu12,10.16.0.72
eth-keys,0.7.0
mypy-boto3-managedblockchain-query,1.42.3
sap-ai-sdk-core,3.2.0
u-msgpack-python,2.8.0
kivy-garden,0.1.5
mypy-boto3-appflow,1.42.3
milvus-model,0.2.12
azure-mgmt-hdinsight,9.0.0
mypy-boto3-customer-profiles,1.42.66
azure-search,1.0.0b2
smithy-core,0.3.0
mypy-boto3-ivschat,1.42.3
aws-cdk-aws-autoscaling-hooktargets,1.204.0
pycowsay,0.0.0.2
types-aiobotocore-redshift-serverless,3.3.0
pytest-responses,0.5.1
types-aiobotocore-ssm-sap,3.3.0
faust-cchardet,2.1.19
mdformat-black,0.1.1
mypy-boto3-qconnect,1.42.50
nglview,4.0.1
staff-graded-xblock,4.0.0
zope-component,7.1
large-image,1.34.0
python-osc,1.9.3
pysonar,1.3.0.4086
os-service-types,1.8.2
pylama,8.4.1
mypy-boto3-m2,1.42.3
monotonic-alignment-search,0.2.1
econml,0.16.0
azure-applicationinsights,0.1.1
types-aiobotocore-sagemaker-geospatial,3.3.0
attr,0.3.2
pytest-emoji,0.2.0
bleak-retry-connector,4.6.0
emot,3.1
pytest-logging,2015.11.4
exif,1.6.1
ibm-cloud-sdk-core,3.24.4
gymnasium,1.2.3
laion-clap,1.1.7
django-pgbulk,3.3.0
typing,3.10.0.0
fiona,1.10.1
mad-prefect,2.2.0
types-aiobotocore-securitylake,3.3.0
pyatlan,9.3.1
moderngl-window,3.1.1
openapi-python-client,0.28.3
sql-metadata,2.20.0
types-boto3-full,1.42.73
complexipy,5.2.0
simple-settings,1.2.0
gviz-api,1.10.0
aws-cdk-aws-servicediscovery,1.204.0
pytorch-ignite,0.5.3
mkdocs-pymdownx-material-extras,2.8
psycopg2-pool,1.2
pyobjc-framework-uniformtypeidentifiers,12.1
marshmallow-jsonschema,0.13.0
aws-kinesis-agg,1.2.3
valohai-cli,0.35.0
flake8-cognitive-complexity,0.1.0
cmconfig,1.14.2
mypy-boto3-redshift-data,1.42.3
sqlparams,6.2.0
grpcio-testing,1.78.0
graphene-file-upload,1.3.0
dissect-cstruct,4.7
opuslib,3.0.1
flet-desktop,0.82.2
sysrsync,1.1.1
reactivex,4.1.0
types-aiobotocore-vpc-lattice,3.3.0
pytest-rich,0.2.0
toon-format,0.1.0
swesmith,0.0.9
django-multiselectfield,1.0.1
astrapy,2.2.1
pydantic-monty,0.0.8
google-cloud-common,1.8.0
rlp,4.1.0
flexpolyline,0.1.0
aws-cryptography-internal-primitives,1.11.2
optional-django,0.3.0
nr-util,0.8.12
mdx-include,1.4.2
mypy-boto3-pi,1.42.3
percy-appium-app,2.0.7
azure-mgmt-security,7.0.0
multiformats,0.3.1.post4
types-aiobotocore-sagemaker-metrics,3.3.0
zstd,1.5.7.3
eth-keyfile,0.9.1
trogon,0.6.0
mypy-boto3-invoicing,1.42.3
mypy-boto3-lightsail,1.42.74
google-cloud-dialogflow-cx,2.4.0
wsme,0.12.1
dotnetcore2,3.1.23
singer-python,6.8.0
aws-cryptography-internal-standard-library,1.11.2
betterproto2-compiler,0.9.0
apache-airflow-providers-apache-kylin,3.10.2
openshift-client,2.0.5
tensorizer,2.12.0
django-ace,1.43.5
mypy-boto3-pinpoint-sms-voice-v2,1.42.16
mypy-boto3-workspaces-thin-client,1.42.3
hanzidentifier,1.3.0
fs-sshfs,1.0.2
openedx-django-wiki,3.1.1
rcslice,1.1.0
aws-cryptography-internal-dynamodb,1.11.2
types-aiobotocore-s3,3.3.0
types-aiobotocore-mediapackagev2,3.3.0
english,2020.7.0
mailosaur,8.1.0
mypy-boto3-mailmanager,1.42.3
brokenaxes,0.6.2
scaleapi,2.18.3
mypy-boto3-security-ir,1.42.3
prime-sandboxes,0.2.18
types-aiobotocore-cloudwatch,3.3.0
mypy-boto3-macie2,1.42.3
fastecdsa,3.0.1
microsoft-security-utilities-secret-masker,1.0.0b4
laszip,0.3.0
multipart-reader,0.2
openai-guardrails,0.2.1
aws-cryptography-internal-kms,1.11.2
enum-compat,0.0.3
gxformat2,0.24.0
hvplot,0.12.2
types-aiobotocore-m2,3.3.0
clvm,0.9.15
xatlas,0.0.11
tld,0.13.2
dagster-docker,0.28.20
ansicolors,1.1.8
apache-airflow-providers-apache-drill,3.3.0
pytailwindcss,0.3.0
rh-model-signing,0.1.0
dbt-glue,1.10.19
sphinx-autobuild,2025.8.25
azure-cli-telemetry,1.1.0
awkward,2.9.0
inference-gpu,1.1.2
pyanzo,3.3.12
types-aiobotocore-ivschat,3.3.0
types-aiobotocore-codecatalyst,3.3.0
money,1.3.0
ulid,1.1
types-first,2.0.5.20240806
aws-cdk-aws-neptune-alpha,2.244.0a0
pytest-console-scripts,1.4.1
panns-inference,0.1.1
metaflow,2.19.22
okta-jwt,1.3.5
python-upwork-oauth2,3.2.0
mypy-boto3-keyspaces,1.42.31
spinners,0.0.24
cognite-sdk,8.0.3
mypy-boto3-iotsitewise,1.42.3
openedx-django-require,3.0.0
aiocron,2.1
soda-core-sqlserver,3.5.6
poetry-dynamic-versioning,1.10.0
pinecone-text,0.11.0
favicon,0.7.0
dlt-meta,0.0.10
blurhash-python,1.2.2
mypy-boto3-iotwireless,1.42.3
dissect-util,3.24
win32-setctime,1.2.0
cyclic,1.0.0
pybigwig,0.3.25
mypy-boto3-network-firewall,1.42.3
prompty,0.1.50
ckzg,2.1.7
papermill,2.7.0
pyobjc-framework-coreaudio,12.1
orion-py-client,0.1.14
sceptre,4.6.0
mwcli,0.0.3
timezonefinder,8.2.1
mypy-boto3-healthlake,1.42.3
passagemath-groups,10.8.2
mypy-boto3-observabilityadmin,1.42.72
transformer-lens,2.17.0
cursor,1.3.5
superqt,0.8.0
darker,3.0.0
django-templated-mail,1.1.1
django-compression-middleware,0.5.0
django-decorator-include,3.3
pyobjc-framework-coremedia,12.1
mypy-boto3-timestream-influxdb,1.42.11
types-aiobotocore-resource-explorer-2,3.3.0
localstack-obfuscator,1.1.0
openinference-instrumentation-litellm,0.1.29
pypi,2.1
psygnal,0.15.1
fpdf2,2.8.7
pytest-threadleak,0.5.0
qrcode-terminal,0.8
prospector,1.18.0
livekit-plugins-cartesia,1.5.0
ftputil,5.1.0
jsonmerge,1.9.2
dns-lexicon,3.23.2
aws-cryptographic-material-providers,1.11.2
jtutils,0.0.8
runwayml,4.8.0
types-psycopg2,2.9.21.20260223
apache-airflow-providers-pgvector,1.7.0
sysv-ipc,1.2.0
mypy-boto3-inspector2,1.42.49
extras,1.0.0
msgpack-numpy-opentensor,0.5.0
types-aiobotocore-kendra-ranking,3.3.0
multitasking,0.0.12
pypugjs,6.0.1
kgb,7.3
genbadge,1.1.3
olxcleaner,0.3.0
aws-cdk-aws-dynamodb,1.204.0
mypy-boto3-artifact,1.42.13
autoflake,2.3.3
types-aiobotocore-codeguru-security,3.3.0
mypy-boto3-chatbot,1.42.3
honeycomb-beeline,3.6.0
infinity,1.5
asciidag,0.2.0
pulp-glue,0.38.2
mypy-boto3-cleanroomsml,1.42.22
ipydagred3,0.4.1
types-aiobotocore-cloudtrail-data,3.3.0
pytest-lazy-fixture,0.6.3
mypy-boto3-medical-imaging,1.42.3
sphinxcontrib-programoutput,0.19
types-aiobotocore-omics,3.3.0
diastatic-malt,2.15.3
hdmf-zarr,0.12.0
mo-imports,7.685.25166
mypy-boto3-codeconnections,1.42.3
lpc-checksum,3.0.0
modulegraph,0.19.7
logstash-python-formatter,0.1.2
swanlab,0.7.13
mitmproxy-windows,0.12.9
python-docs-theme,2026.3
objsize,0.8.0
pyftdi,0.57.1
google-cloud-trace,1.18.0
flask-mongoengine,1.0.0
cerberus,1.3.8
xblock-drag-and-drop-v2,5.0.4
sqlframe,4.1.0
mozilla-taskgraph,4.1.1
espeakng-loader,0.2.4
mypy-boto3-iot-managed-integrations,1.42.44
types-aiobotocore-oam,3.3.0
azure-mgmt-postgresqlflexibleservers,2.0.0
blake3,1.0.8
marshmallow-oneofschema,3.2.0
casadi,3.7.2
types-aiobotocore-workspaces-thin-client,3.3.0
dash-auth,2.3.0
flake8-coding,1.3.2
webp,0.4.0
advanced-alchemy,1.8.2
noisereduce,3.0.3
allure-pytest,2.15.3
contentful,2.5.0
keboola-component,1.9.4
pipecat-ai,0.0.106
types-aiobotocore-controltower,3.3.0
nominal,1.122.0
flet-web,0.82.2
django-rosetta,0.10.3
commonregex,1.5.4
llama-index-vector-stores-elasticsearch,0.6.0
exrex,0.12.0
cppimport,22.8.2
pyobjc,12.1
cuequivariance,0.9.1
apache-airflow-providers-neo4j,3.11.3
sklearn-compat,0.1.5
yt-dlp-ejs,0.8.0
mypy-boto3-controlcatalog,1.42.55
pytest-md,0.2.0
types-aiobotocore-arc-zonal-shift,3.3.0
lightning,2.6.1
openlineage-airflow,1.41.0
oslo-versionedobjects,3.9.0
graphene-pydantic,0.6.1
aws-cdk-aws-kinesis,1.204.0
azure-mgmt-synapse,2.0.0
disjoint-set,0.9.0
apache-airflow-providers-weaviate,3.3.1
dora-search,0.1.12
pynmeagps,1.1.2
mypy-boto3-polly,1.42.72
types-defusedxml,0.7.0.20250822
types-aiobotocore-docdb-elastic,3.3.0
cwcwidth,0.1.12
types-aiobotocore-migrationhuborchestrator,3.3.0
pygments-styles,0.3.0
matplotlib-venn,1.1.2
azure-mgmt-appconfiguration,5.0.0
find-libpython,0.5.1
pulumi-azure-native,3.16.0
types-aiobotocore-license-manager-linux-subscriptions,3.3.0
commonmark,0.9.1
types-aiobotocore-osis,3.3.0
aws-cdk-asset-awscli-v1,2.2.271
azure-mgmt-kusto,3.4.0
llama-index-llms-ollama,0.10.1
types-aiobotocore-ivs-realtime,3.3.0
webflow,2.0.0
pyzstd,0.19.1
opentelemetry-resourcedetector-kubernetes,0.3.0
xmlformatter,0.2.8
types-filelock,3.2.7
types-openpyxl,3.1.5.20260322
mypy-boto3-entityresolution,1.42.10
django-easy-audit,1.3.8
clize,5.0.2
llama-index-core,0.14.18
xblock-google-drive,0.8.2
symfc,1.6.1
types-aws-xray-sdk,2.15.0.20251206
dvc-gs,3.0.2
tach,0.34.0
xblock-poll,1.15.1
sagemaker-experiments,0.1.45
stem,1.8.2
path,17.1.1
od,2.0.2
snakemake-interface-executor-plugins,9.4.0
pygltflib,1.16.5
expects,0.9.0
loopmon,1.0.1
mixbox,1.0.5
mypy-boto3-workspaces-instances,1.42.31
pytest-rng,1.0.0
s3torchconnector,1.5.0
pkgconfig,1.6.0
matrice-common,0.1.87
flake8-mutable,1.2.0
types-aiobotocore-chime-sdk-voice,3.3.0
pydantic-geojson,0.3.2
types-aiobotocore-kinesis-video-webrtc-storage,3.3.0
pythermite,0.5.1
mypy-boto3-resiliencehub,1.42.3
clang-tidy,22.1.0
types-retry,0.9.9.20250322
hepconvert,1.4.0
zaproxy,0.5.0
mypy-boto3-inspector-scan,1.42.12
agent-framework-ag-ui,1.0.0b260319
azure-keyvault-administration,4.6.0
pyobjc-framework-avfoundation,12.1
pr-commenter,0.2.4
langchain-tests,1.1.5
snappi,1.50.0
pafy,0.5.5
pdoc3,0.11.6
rocketchat-api,3.3.0
kmeans1d,0.5.0
requests-credssp,2.0.0
agenta,0.94.8
google-play-scraper,1.2.7
certvalidator,0.11.1
flask-awscognito,1.3
wmill-pg,1.647.0
pyct,0.6.0
hjson,3.1.0
types-aiobotocore-inspector-scan,3.3.0
drissionpage,4.1.1.2
apache-airflow-providers-singularity,3.9.2
environment-kernels,1.2.0
voluptuous,0.16.0
mypy-boto3-s3vectors,1.42.3
markdown2,2.5.5
types-aiobotocore-pipes,3.3.0
mypy-boto3-geo-maps,1.42.41
types-aiobotocore-medical-imaging,3.3.0
cybox,2.1.0.21
py3dbp,1.1.2
nextmock,0.0.1
zope-lifecycleevent,6.0
mypy-boto3-iotfleetwise,1.42.3
torch-ema,0.3
django-filer,3.4.4
azure-mgmt-netapp,15.0.0
types-aiobotocore-appfabric,3.3.0
yellowbrick,1.5
skypilot-nightly,1.0.0.dev20260323
mypy-boto3-osis,1.42.3
tlparse,0.4.3
aws-solutions-constructs-core,2.100.1
azure-mgmt-redhatopenshift,3.0.0
dynet38,2.2
telegram,0.0.1
autogluon-timeseries,1.5.0
rdflib-jsonld,0.6.2
python-active-directory,2.0.1
amazon-textract-textractor,1.9.2
types-aiobotocore-cleanrooms,3.3.0
azure-synapse-accesscontrol,0.7.0
tfx-bsl,1.17.1
datarecorder,3.6.2
asgi-ratelimit,0.10.0
jsonasobj,1.3.1
mkdocs-jupyter,0.26.0
nmslib,2.1.2
cachy,0.3.0
extractous,0.3.0
mypy-boto3-outposts,1.42.3
lm-eval,0.4.11
downloadkit,2.0.7
dataframe-image,0.2.7
numcodecs,0.16.5
cognee,0.5.5
types-aiobotocore-connectcases,3.3.0
python-rrmngmnt,0.2.2
dbus-next,0.2.3
azure-mgmt-sqlvirtualmachine,0.5.0
pbkdf2,1.3
unipath,1.1
onnx-tf,1.10.0
flake8-django,1.4
squareup,44.0.1.20260122
importlab,0.8.1
types-aiobotocore-iotfleetwise,3.3.0
mypy-boto3-bcm-data-exports,1.42.63
tabmat,4.2.1
mypy-boto3-marketplace-deployment,1.42.3
simple-azure-blob-downloader,0.1.0
google-cloud-discoveryengine,0.17.0
mypy-boto3-arc-region-switch,1.42.59
lsprotocol,2025.0.0
web3,7.14.1
azureml-train,1.62.0
dijkstar,2.6.0
guardrails-hub-types,0.0.4
linode-api4,5.41.0
pyzipper,0.3.6
hstspreload,2025.1.1
ua-generator,2.0.23
embedding-reader,1.8.1
tfa-nightly,0.23.0.dev20240415222534
breathe,4.36.0
mypy-boto3-notifications,1.42.3
mypy-boto3-trustedadvisor,1.42.54
types-aiobotocore-b2bi,3.3.0
pismosendlogs,0.2.0
pysnc,1.2.1
hatch-mypyc,0.16.0
qdarkstyle,3.2.3
pipablepytorch3d,0.7.6
types-aiobotocore-datazone,3.3.0
pandoc,2.4
pytest-playwright,0.7.2
types-aiobotocore-internetmonitor,3.3.0
bincopy,20.1.1
perplexityai,0.30.4
pyobjc-framework-systemconfiguration,12.1
fastapi-offline,1.7.6
cache-dit,1.3.0
piper-tts,1.4.1
beaker-gantry,3.5.3
mypy-boto3-bcm-recommended-actions,1.42.9
coal-library,3.0.1
ctransformers,0.2.27
norfair,2.3.0
oslo-policy,5.0.0
mozilla-repo-urls,0.2.2
azure-mgmt-botservice,2.0.0
configspace,1.2.2
mypy-boto3-marketplace-reporting,1.42.3
azure-mgmt-imagebuilder,1.4.0
azure-mgmt-servicefabricmanagedclusters,3.0.0
colpali-engine,0.3.14
types-aiobotocore-launch-wizard,3.3.0
ledoc-ui,0.1.0
mbridge,0.15.1
weblate-schemas,2025.6
auth,1.3.0
config-parser,0.0.1
aws-sdk-signers,0.1.0
apache-airflow-providers-teradata,3.5.0
mcpforunityserver,9.6.2
pyhocon,0.3.63
alibabacloud-sas20181203,9.0.1
pyrad,2.5.4
auraloss,0.4.0
seqeval,1.2.2
types-aiobotocore-servicediscovery,3.3.0
phono3py,3.28.0
django-dramatiq,0.15.0
partialjson,1.1.0
speaklater,1.3
niltype,1.0.2
django-clickhouse-backend,1.6
sphinx-autoapi,3.8.0
pyspark-hnsw,1.1.0
load-dotenv,0.1.0
streamlink,8.2.1
stix,1.2.0.11
hcloud,2.17.1
mac-vendor-lookup,0.1.15
celery-batches,0.11
mypy-boto3-chime-sdk-voice,1.42.3
mypy-boto3-geo-routes,1.42.3
dtaidistance,2.4.0
azure-synapse-managedprivateendpoints,0.4.0
river,0.23.0
mkdocs-spellcheck,1.2.1
azure-mgmt-servicelinker,1.1.0
azure-mgmt-extendedlocation,2.0.0
pgpq,0.11.1
svgwrite,1.4.3
ggshield,1.48.0
datasketch,1.9.0
lazy,1.6
pyfakefs,6.1.6
terraform-compliance,1.14.1
wadllib,2.0.0
types-aiobotocore-networkmonitor,3.3.0
pyvmomi,9.0.0.0
types-aiobotocore-supplychain,3.3.0
mypy-boto3-fis,1.42.3
mplhep-data,0.0.5
textparser,0.24.0
log-symbols,0.0.14
types-aiobotocore-repostspace,3.3.0
pecan,1.8.0
types-aiobotocore-qconnect,3.3.0
pyobjc-framework-fsevents,12.1
oic,1.7.0
mypy-boto3-evs,1.42.29
azure-mgmt-mysqlflexibleservers,1.0.0
daytona-sdk,0.153.0
instagrapi,2.3.0
zope-hookable,8.2
strands-agents,1.32.0
blurhash,1.1.5
ramp-packer,2.5.16
scikit-network,0.33.5
